"","V1","V2","V3","V4","V5","V6"
"1",19.1837572738484,0.706876430966263,0.0485606162459999,0.188391520414604,0.0452521218516445,0.806837146643083
"2",18.9600386642898,0.702529103507381,0.0555456369355204,0.207529767433419,0.0549093270466034,0.380435847109417
"3",17.502119549158,0.696332336497447,0.0517769127621697,0.163678663091096,0.0527793513436359,0.841791741053981
"4",19.8856612938137,0.650095168326551,0.0438059639599908,0.176337808716288,0.0472411075943965,0.48360648358264
"5",20.1417813657911,0.71648512092582,0.0511178141783094,0.184752064399067,0.0472996605730895,0.833882967012818
"6",19.6045064144861,0.659571883119678,0.0490168777790479,0.15439524630703,0.0488997337082331,0.22350244381174
"7",18.9314586448628,0.701992189496162,0.0611618838631243,0.184965059623187,0.0462603164948616,0.385116822896875
"8",18.7550787098655,0.723293005807931,0.0421999134213869,0.177801137549425,0.04844774473164,0.773662121617992
"9",17.7221790377451,0.625080771742423,0.0527814012862332,0.164074961069799,0.0512450157110905,0.369408889783314
"10",18.2230816448582,0.620190570994606,0.0596234076254845,0.157387912218869,0.0494366864987137,0.482720767025137
"11",20.3264153478877,0.720363751886704,0.0482166264656363,0.201340487137106,0.0459609127053106,0.823719354775094
"12",19.8934223462169,0.673166765290999,0.0530182883146496,0.167776892302316,0.0521860398410144,0.312465903286124
"13",19.0017394028294,0.628517887831223,0.0616992346582869,0.18437120709409,0.0522670531004947,0.648097755075665
"14",18.546796791659,0.674654353016708,0.0583313071815246,0.155925908396943,0.0534710943995067,0.211494036772114
"15",20.0093368524001,0.666371917346539,0.0452108807870946,0.179709114440284,0.052860159136923,0.720922479066823
"16",19.2035461350977,0.671902328630676,0.0491297304217403,0.179427225003722,0.0453045985109918,0.449311851380102
"17",19.8896116196965,0.721063619733718,0.0441091014461424,0.150152974279309,0.0475169161260477,0.26131926449883
"18",18.0490022504809,0.724222606106009,0.0598782192450641,0.169520821693623,0.0532915708769928,0.711370770865469
"19",19.951985587253,0.638645206912723,0.0543437852249385,0.155312771062483,0.0531308719773754,0.916235312478035
"20",18.2699200271347,0.732380710754881,0.0507650065569428,0.153881078493102,0.0510139699507086,0.367413146395527
"21",20.3113457850064,0.7220477685233,0.0403647368626518,0.166673042120556,0.0539741005065152,0.315304022775206
"22",19.8767922913157,0.60146820071151,0.0431537200947898,0.173130101278117,0.0539306843997026,0.21651729778247
"23",19.4413049895063,0.622041266970208,0.0401807244664356,0.200564527231017,0.0525882247587689,0.73526476845349
"24",17.8914188783988,0.692963086893107,0.0454140382253181,0.158175417905878,0.0460677782901796,0.825541898906289
"25",18.7455536334782,0.674960207132378,0.060951323037958,0.164790956289559,0.0529416327143647,0.245147146865085
"26",20.0319353237704,0.685838613510621,0.0473342364740304,0.168729460304123,0.0523146653139195,0.629040324146452
